review,sentiment_gt
hiç begenmedim tavsiye etmem,Negatif
"üründen ve satıcıdan memnun değilim. satıcı ürünün nasıl çalıştığını bilmiyor. mod tuşuyla radyoya geçtiğini belirtti, fakat radyoya geçmediği için ürünü değiştirilmesi için geri gönderdim. sonrasında satıcı tekrar mesaj atarak ses tuşlarıyla radyoya geçtiğini belirtti ve ürünü geri göndereceğini belirtti. 10 gün olmasına rağmen ne ürün var ortada, ne de para iadesi. mümkünse satıcıdan ve üründen uzak durun.",Negatif
uzun süre geçti fakat sıfır ürün diye satın aldığım cihaz mikrofon ve şarj yerleri tozlu ve kullanılmış olarak geldi. iade edip paramı geri aldım.,Negatif
telefon arızalı çıktı kendiliğinden açılıp kapanıyor,Negatif
aynı telefondan eşime yaklaşık bir yıl önce almıştım. memnun kaldığımız için kendime de aldım. kendi kendine kapanıp açılıyor. çok ilginç,Negatif
sahte ürün gönderimi nitech mağazasından aldığım ürünün kutusu açık çıktı. aynı zamanda kutunun içinden redmi note 8 (2021) modeli üzerinde kılıfı yoktu. silikon kılıf sahteydi. şarj aletinde kaplama yoktu ve çizikti. telefonda kvk garantisi var yazıyor ama xiaomi'nin türkiye'de kvk ile anlaşması yok.,Negatif
telefonu yeni kutusundan cikarttimm ama telefon acilmiyor,Negatif
imei kopyalanmış mağdur edildik. mağaza dolandrici gibi satın aldığım telefonun imeisi kopyalanmış. mağazanın sayfasinda ürün yok. internet sitelerini de kapatmışlar. ayıplı ürün yerine mi geçiyorsa değişim yapacak muhatap yok. n11 i uyarmistim ama firmayı savunmuştu. n11 dolandriciyi koruyor resmen.,Negatif
"batarya bitik telefonu kullanmak için açmak istediğimizde batarya tamamen bitikti. şarj edip kullanmaya başladık ama yüzde 100 şarj olduğunu göstermesine rağmen, şarjdan döktüğünüzde yüzde 60 gösterdi. daha sonra şarjı tamamen tüketip, şarj ettiğimizde yüzde 100 olmasına rağmen şarjı hemen bitti. yani sıfır telefonda batarya bitikti.",Negatif
"telefon bozuk geldi telefon ilk geldiğinde 9 -10 saatte şarj fulleniyordu ve parlaklık yüzde 10 larda olmasına rağmen 1 saatte ful olan şarj bitiyor.şimdi hiç şarj almıyor daha 1 hafta geçti, 24 saatte yüzde 10 anca doluyor orjinal şarj aleti ile, şimdi bide bunu garantiye tekrar göndermesi uğraşması olacak telefonu da kullanmam gerekiyor, sıfır telefonda bu mağduriyetin yaşanması çok garip.",Negatif
hayır sipariş ettiğimin üründen farklı geldi,Negatif
ürün deki sorun kullanılmış olması,Negatif
"ürün yamuk geldi. xiaomi garantisi yok, genpa garantisi var. garanti dediğime bakmayın bildiğin tamirci telefonu gönderdik 1000 tl fatura çıkardı. ödemezseniz gelip telefonu alın diyor. hayatımda böyle garanti görmedim",Negatif
"bu ürün türkiye garantili olarak aldık fakat bize mesaj geldi 90 gün içerisinde kapanacaktır diye, yazık günah değilmi siz milletin hakkına giriyorsunuz bide sırf türkiye garantili diye fiyat yüksek olmasına rağmen istedik, hakkımı yasal yollardan arayacağım",Negatif
bu markayı çevremde kullananların fikirleri ile aldım.ancak kısa zamanda onlarda bende f/p ürünü olmaktan öteye geçmeyen bir telefon olduğunu anladık.çok beklenti içinde olmayın.,Negatif
benim için mesaj geldi ki bu telefon kaçak dir ve kapanacak ne yapacam ??,Negatif
ürünü siyah istedik mavi geldi karşılanması günler sürdü bu siteden son alışverişim oldu bir daha asla tercih etmem,Negatif
gönderdiğiniz cihaza böyle bir mesaj geliyor kayıtsız ürün????,Negatif
herşey olumlu fakat mağazanın ürünü diğer mağazalar çatır çatır kargolarken neymiş kendilerine kota uygulaniyormus 12 günde teslim edildi. o yüzden 1 yıldız.,Negatif
mazayi beğenmedim,Negatif
ürün elime ulaştı fakat faturaya ımeı yazılmamış.. arıyorum açan yok. son alış verişim bu mağazadan,Negatif
iade almıyorlar mahkeme yolu görüldü arkadaşlar telefona çıkan yok muhatap yok ürün bozuk çıktı iade almadılar anında geri gönderdiler beni servisle uğraştırıyorlar farzedelim ki bozuk çıkmadı 14 gün içinde iade almak zorundalar bunu da yapmadılar strateji ne güzel: ürün sat bozuk çıkarsa müşteri servisle rezil rüsva olsun suya sabuna dokunmadan satış yapsınlar bugün 7.gün tüketici mahkemesine başvuracağım şikayet var sitesine de yazacağım ömer atasoy xeomi note 8 redmi,Negatif
iade edilen ürün mağaza iletişimi zayıf,Negatif
hiç memnun kalmadım hayır servis yetersiz paket özensiz,Negatif
fatura. gelmedi memnun kalmadım,Negatif
"telefon güzel, 1 günde bana ulaştı. teşekkürler.",Pozitif
satıcı mükemmel telefon orjinal,Pozitif
çok güzel bir ürün tavsiye ederim,Pozitif
"fiyatına göre çok iyi, özellikle kamera çok iyi",Pozitif
ürün cok güzel fiyasaya gore en uygun telefon herseyle mükemmel,Pozitif
gayet güzel geldi telefonlar,Pozitif
kulladigim bildigim bir telefon gayet memnunum,Pozitif
amcama aldım çok memnun,Pozitif
hızlı bir şekilde kargoya verildi. ürün sıfır kapalı kutu olarak gönderildi. herşey için teşekkürler.,Pozitif
sapa sağlam geldi teşekkür ederim çok memnun kaldık,Pozitif
güzel paketleme ve hızlı teslimat fiyatına göre cookk iyi teşekkür ederiz,Pozitif
ürün gayet güzel pakrtleme iyi sağlam şekilde açıklamada olduğu gibi elime ulaştı. teşekkürler.,Pozitif
cok güzel ve kaliteli bir ürün teşekkürler,Pozitif
guzel elinize sağlık kardes guzel cok guzel cok guzel cok guzel cok guzel cok guzel cok guzel mükemmel,Pozitif
ürünü yiğenime aldım zaten araştırıp aldık.ürün gayet güzel,Pozitif
süper bitr ürün verdiğin paraya değer,Pozitif
bu fiyata daha iyisi yok ürünün özelliklerine baktığınızda bu fiyata başka bir tane daha bulamıyorsunuz.. daha iyisi olsa kesin alırdık 🙈 bu arada ben 3 yıldır kullanıyorum bir kere arıza oluşmadı.. şimdi de eşime aldık.. umarım o da böyle memnun kullanır..,Pozitif
mükemmel fiyat performans 5000 tl bandında alabileceğiniz en ideal telefon nitech den alırsanız üzülmezsiniz eksiksiz ve sıfır ürün gönderiyorlar.,Pozitif
çok güzel çok beyendim güzel hizlik bir telefon,Pozitif
"çok memnunum 5000tl bandında alınabilecek iyi telefonlardan birisi, tavsiye ederim.",Pozitif
çok güzel telefon.,Pozitif
"oğlum kullanıyordu,senelerdir istediğim modeldi az önce geldi. satıcı firma çok ilgili, kvk garantili çok tşk ederim",Pozitif
harika alışveriş satıcıya teşekkür hız kargo güvenli alışveriş telefon güzel kvk garantili orjinal ürün satıcı soruları hızlı cevapladı telefon gayet güzel on numara öyle çok büyük oyunlarla çok öyle tırı vırı işlerle işim olmaz normal kullanım için sosyal medya için kullanırım hafıza sı olsun hızlı şarj olması kamerası bana kafi şarjı da normal kullanım için 3 günü rahat çıkarıyor fiyat olarak on numara,Pozitif
harika fiyat performans ürünü tavsiye ediyorumm alın,Pozitif
özellikleri güzel.f/p ürünü.,Pozitif
telefon elime sorunsuz ulaştı almadan önce sorularıma hemen yanıt geldi teşekkür ediyorum nitech,Pozitif
hızlı kargo sağlıklı ürün satıcı ürünü sipariş verdiğim akşamın sabahına kargoya verdi. sipariş ettiğim ürün kvk garantili geldi teşekkürler,Pozitif
cok guzel ürün kaliteli 2 senedir sorunsuz kullaniyorum.,Pozitif
ürün sorunsuz geldi teşekkürler,Pozitif
hızlı kargo evet orjinal paketinde sevk edilmiş tesekkurler,Pozitif
denildiği gibi ürün görselde ki gibi,Pozitif
ürün anlatıldığı gibiydi. sıfır ürün ve kapalı kutuda kvk garantili. kargolama ve ürünün elime ulaşması çok hızlıydı. satıcı arkadaşa çok teşekkür ediyorum,Pozitif
gerçekten anlatildigi gibi geldi.güzel bir cihaz,Pozitif
beğendim düzgün ürün ve teslimat iyi fiyat,Pozitif
gayet kullanışlı,Pozitif
fiyat ve permormans ürünü,Pozitif
öncelikle ürünfiyat performans ürünü.on küsür yıldır samsung kullanıcısıydım tabi karar verirken biraz zorlandım ama şimdi görüyorum ki iyimi bu telefonu almışım.bilindik diğer markalara daha fazla para ödemeye gerçekten hiç gerek. yok.,Pozitif
güzel anlatıldığı gibi sıkıntı yok,Pozitif
hızlı kargo hızlı teslimat mağazaya teşekkür ederim ürün gayet başarılı ve güzel yalnız siyah renk istemiştim metalik grey renk geldi.,Pozitif
gayet hızlı ve ozenli bir kargoydu.urunde tahmin ettigimden daha iyi geldi.,Pozitif
"telefonu anlatmaya gerek yok gayet iyi bir cihaz, uzun süreçte kullanım için ideal. daha fazla ücret ödeyip başka bir cihaz almaya gerek yok.",Pozitif
harika kullanmaya başladık. güzel ve performansı iyi bir telefon. fiyatı da uygun. her şey yolunda görünüyor . tavsiye ederim.,Pozitif
ürün gayet güzel mağaza iletişimi ilgi alakası da gayet güzel 2 günde elime ulaştı hiç korkmadan alabilirsiniz,Pozitif
harika bildiğim bir ürün,Pozitif
"2 gün içerisinde siparişim geldi, güzel paketlenmişti tavsiye ederim",Pozitif
ürün son derece iyi fiyata göre performans mükemmmel fazla paralar verip diğer marka almaya gerek yok,Pozitif
harika bir urun,Pozitif
sorunsuz ürün. hızlı teslimat. teşekkürler,Pozitif
"mantıklı bence ideal bir ürün bir telefona fazla para vermeye hiç gerek yok, note 9 pro mi note 10 lite diğer seçeneklerimdi ama gerek yok dedim note 8 pro gayet yeterli geldi bana almak isteyen olursa tabsiye ederim.",Pozitif
süper ürün süper satıcı teşekkürler,Pozitif
teşekkürler memnunum teşekkürler,Pozitif
yeşil rengi muazzam. kardeşime aldım. gayet memnun fiyat performans ürünü.,Pozitif
bittibitiyor ile 1 günde teslim aldım. telefonla ilgili ilk izlenimim olumlu.,Pozitif
kaliteli ve şık bir ürün teşekkürler hızlı kargo kaliteli ve şık bir ürün,Pozitif
dün ikindin vermiş olduğum siparişim bugün öğleden önce elime ulaştı uygun fiyat ve hızlı kargo icin tesekkur ederim,Pozitif
süper ürün süper fiyat,Pozitif
ürün güzel tavsiye ederim ürünü beğendim gayet şık ve kullanışlı fakat fatura yerine barkot etiketi gibi birşey çıktı garanti belgesi çıkmadı türkiye garantili diye aldım bilmiyorum,Pozitif
çok beğendim çok iyi 2 günde elime ulaştı,Pozitif
beklentileri karşılıyor fiyat performans açısından mükemmel bir ürün ios telefonlardan beklenen her şeyi karşılıyor daha ne olsun.kamera kalitesi de iyi.,Pozitif
guvelinir maza evet çok güzel anlatıldığı gibi.,Pozitif
tam beklediğim gibi herkese tavsiye ediyorum,Pozitif
ürün anlatıldığı gibiydi,Pozitif
teşekkürler gayet başarılı...,Pozitif
"ses kalitesi mükemmel zaten kullanıcı için en önemli olay fotoğraf, müzik ve sosyal medya aktiviteleri. hepsini karşılıyor. oyun meraklıları için de güzel bir telefon. daha fazla hız isterlerse poco x3 alabilirler.",Pozitif
şık gayet güzel telefon şimdilik herhangi bir sıkıntı yok,Pozitif
ilginiz ve pakatlemeniz için tesekkurler evet güzel bir şekilde ulasti,Pozitif
f/p mükemmel tavsiye şiddeti sonsuz telefon mükemmel şiddetle tavsiye ederim alın hiç pişmanlık yaşamazsınız amiral telefondur ayrıca siyahi süper olmuş,Pozitif
zaten telefona denecek birşey yok. benim kanaatimce eski modelde olsa bence xiaomi nin satışta rekor kırdığı telefon budır.,Pozitif
bu telefonu daha önce yeğenimede almıştım kullanışı hızı çok iyi dedi kendimede aldım dün aldım bu gün geldi,Pozitif
akıllı telefon budur. bu güne kadar kullandığım en performanslı telefon.,Pozitif
mağaza ilgili ürün sorunsuz gönül rahatlığı ile alabilirsiniz iletişim kargo ürün hepsi sorunsuz,Pozitif
değerli bir telefon telefon bu gün elime geçti ve her yönüyle çok memnun olduğum bir telefon oldu. hayatımızda telefon bu kadar çok yer tutarken bu bize iyi geldi...,Pozitif
telefon gerçekten çok güzel ve kaliteli.,Pozitif
10 üzerinden 9.99,Pozitif
güvenilir ürün güzel mağaza güvenilir hızlı kargo teşekkür ederim,Pozitif
100 üzerinden 100,Pozitif
evet ürün anlatıldığı gibi özenli ve bütün aksesuarlarıyla beraber geldi,Pozitif
mağazaya çok teşekkür ederim ürünü cumartesi sipariş verdim pazartesi sabah geldi orjinal ürün evofone garantili teyit ettim,Pozitif
orjinal ürün kaliteli alışveriş,Pozitif
gayet guzel aldığımız üründen memnunuz.magazada sorun yaşamadık güzel.,Pozitif
memnuniyet bu siteden çok memnunum,Pozitif
evet hatasız ve guvenilir,Pozitif
paranınızın hakkını fazlasıyla veriyor hiç tereddüt etmeden alın,Pozitif
daha önce kullandığım bir ürün.a++ kalite.,Pozitif
guvenilir on üzerinden on,Pozitif
ürün hakkında ürünü beğendim. teslimat çok hızlıydı.,Pozitif
"harika telefon telefon gerçekten de harika, bence millet elmaya armuta boşuna çok paralar veriyor..",Pozitif
tavsiye üzerine aldım cihazı tavsiye ve internet araştırma üzerine aldım fiyat performans olarak aldım bakıp göreceğiz zaten bu fiyatlara bundan çok daha iyisini beklemekte şey hayalperestlik olur,Pozitif
"hızlı kargo iyi fiyat kendim note 8 kullanıyordum, oğluma note 8 pro aldım cihazdan memnunum. tavsiye ederim.",Pozitif
ürün anlatıldığı gibi kapalı kutu istediğim renk geldi muhafazası yeterliydi. hızlı geldi beğendim,Pozitif
ürünü ithalatçı garantili zannederek yanlış yorumda bulunmuşum. buna istinaden firma yetkilisi dönüş yaparak ürünün xiaomi türkiye garantili olduğunu belirtti. garanti kâğıdı üzerinde yazan dora firmasını ve evofone'yi arayarak cihazın durumunu sordum. ürünün türkiye garantili olduğunu söylediler. firmayı töhmet altında bıraktığım için özür diliyorum. güvenle ürünü satın alabilirsiniz.,Pozitif
"ürün paketlenmesi çok özenli yapılmış. telefon için tek diyeceğim mükemmel. hız, akıcılık ve şarj. hepsi çok iyi.",Pozitif
ürün özenle kargolanmıştı. teşekkürler.,Pozitif
sıkıntısız teslimat henüz yeni kullanmaya başladım fiyat bazlı bakıldığında gayet şık ve güzel bir ürün tavsiye ederim,Pozitif
fiyat performans öncesinde redmi note 8 kullandım şimdi pro modelini aldım arasında baya fark var tavsiye ederim fiyat performans cep tel kralıdır tavsiye ederim 👍,Pozitif
süper.. bu fiyata bu performans gerçekten kalite.. ürün gerçekten üst kalite hız performans süper.,Pozitif
iyi ürün ürünü cuma öğleden sonra sipariş verdim. hemen kargoya verildi. salı günü de teslim aldım. herhangi bir sıkıntı yok kutu çiziksiz geldi. ürün bilindiği gibi gayet f/p ürünü,Pozitif
"özenli paket,hızlı ulaşım,tşk ederim.... kullanışlı bir cihaz...tşk ederim...",Pozitif
"teşekkürler mağazaya ve n11 e beğendim,çok teşekkürler. maşallah çok güzel bir telefon. inşallah güzel günlerde uzun yıllar kullanırız.",Pozitif
ilginiz için teşekkürler,Pozitif
harika bir telefon.,Pozitif
telefon elime geçti. çok güzel bir telefon,Pozitif
anlatıldığı gibi sorunsuz güzel alışveriş oldu.,Pozitif
gayet güzel ürünü arkadaşa aldık kullanan kişi ben değilim paket alımını ve kurulumu ben yaptım gayet özenli paket arkadaş üründen memnun kaldı olumsuz yanı kulaklık çıkmadı buna şaşırdım hayret,Pozitif
mükemmel ürün fiyat performans,Pozitif
"almayı düşünüyorsanız ertelemeyin her geçen gün fiyatı artıyor, ürün zaten kendini ispatlamış yoruma ne gerek var...",Pozitif
evet bu paraya alınacak en iyi telefon,Pozitif
ideal bir ürün evet genel itibari ile güzel,Pozitif
aynen dedikleri gibi aynen görseldeki ürün 2 tane aldım 1.si çok çabuk geldi 2. hafta sonuna denk geldi ama beklemeye değer,Pozitif
hızlı ve güvenilir . kaliteli ürün sensör sıkıntısı var umarım gelecek güncellemeler ile giderilir..,Pozitif
"hızlı kullanışlı, kamarası güzel telefonun garantisinde muhattap bulunamayacağı hakkında yorumlar vardı ama yinede aldım, 128 gb/6gb ram gayet iyi, kamerası güzel, 10 senelik iphone kullanıcısıyım, bu telefonu görünce iphone a boş yere çok para verdiğimi anladım.",Pozitif
güzel alışveriş oldu ürün kesinlikle tavsiye ederim,Pozitif
guzel urun başarılı kargo,Pozitif
çok memnun kaldım,Pozitif
çok iyi performans. harika fiyat performans,Pozitif
sorunsuz telefonu ablam için aldım. 24 saat geçmeden elime geçti. paketleme süper. telefonu daha önce incelemiştim. fiyat performans ürünü güvenle alabilirsiniz.,Pozitif
